,FoodName,GI,Serve,CarbPerServe,GL,URL
951,Bebe Dobre Rano Nuts and Honey cookies,41,50,34,14,foodSearch.php?num=1043&ak=detail
952,Bebe Dobre Rano Nuts and Honey cookies,45,50,34,15,foodSearch.php?num=1044&ak=detail
953,Bebe Dobre Rano with Milk cookies,50,50,36,18,foodSearch.php?num=1045&ak=detail
954,Bebe Jemne Susenky cookies,67,25,20,14,foodSearch.php?num=1046&ak=detail
955,Better Choice Multicereals cookies,51,50,34,17,foodSearch.php?num=1047&ak=detail
956,Better Choice Wholegrain cookies,46,50,35,16,foodSearch.php?num=1048&ak=detail
957,"Chocolate chip cookies, containing coconut flour ",43,25,16,7,foodSearch.php?num=1049&ak=detail
958,"Digestives, cookies",39,25,16,6,foodSearch.php?num=1050&ak=detail
959,"Digestives, cookies ",59,25,16,9,foodSearch.php?num=1051&ak=detail
960,"Evergreen met Krenten, digestive cookies",66,38,21,14,foodSearch.php?num=1052&ak=detail
961,"Gran'Dia Banana, Oats and Honey, digestive cookies",28,30,23,6,foodSearch.php?num=1053&ak=detail
962,"Gran'Dia Chocolate with five cereals, digestive cookies",39,30,21,8,foodSearch.php?num=1054&ak=detail
963,"Grany en-cas Abricot, digestive cookies",55,30,16,9,foodSearch.php?num=1055&ak=detail
964,"Grany en-cas Fruits des bois, digestive cookies",50,30,14,7,foodSearch.php?num=1056&ak=detail
965,"Grany Rush Apricot, digestive cookies",62,30,20,12,foodSearch.php?num=1057&ak=detail
966,Györi Édes Jó reggelt! Müzlivel és gyümölccsel / Fruits and Muesli,45,50,36,16,foodSearch.php?num=1058&ak=detail
967,Györi Édes Jó reggelt! Müzlivel és gyümölccsel / Fruits and Muesli,49,50,36,18,foodSearch.php?num=1059&ak=detail
968,Györi Édes Jó reggelt! Müzlivel és gyümölccsel / Fruits and Muesli,47,50,36,17,foodSearch.php?num=1060&ak=detail
969,Highland Oatmeal™ cookies,55,25,18,10,foodSearch.php?num=1061&ak=detail
970,Jo Reggelt Fruits and Figs cookies,41,50,35,14,foodSearch.php?num=1062&ak=detail
971,Jubilee Nuts and Honey cookies,44,50,35,15,foodSearch.php?num=1063&ak=detail
972,Jubilee Nuts and Honey cookies,45,50,34,15,foodSearch.php?num=1064&ak=detail
973,Jyväshyvä Paussi Mysli and Fruits cookies,45,50,36,16,foodSearch.php?num=1065&ak=detail
974,Jyväshyvä Paussi Mysli and Fruits cookies,49,50,36,18,foodSearch.php?num=1066&ak=detail
975,Jyväshyvä Paussi Mysli and Fruits cookies,47,50,36,17,foodSearch.php?num=1067&ak=detail
976,Jyväshyvä Paussi Vanilla cookies,55,50,34,19,foodSearch.php?num=1068&ak=detail
977,Jyväshyvä Paussi Vanilla cookies,39,50,34,13,foodSearch.php?num=1069&ak=detail
978,Jyväshyvä Paussi Wholegrain cookies,46,50,35,16,foodSearch.php?num=1070&ak=detail
979,Leda Luxury gluten-free chocolate coated cookies,35,25,11,4,foodSearch.php?num=1071&ak=detail
980,LU P'tit Déjeuner Chocolat cookies ,42,50,34,14,foodSearch.php?num=1072&ak=detail
981,LU P'tit Déjeuner Miel et Pépites Chocolat cookies ,45,50,35,16,foodSearch.php?num=1073&ak=detail
982,LU P'tit Déjeuner Miel et Pépites Chocolat cookies ,49,50,35,18,foodSearch.php?num=1074&ak=detail
983,LU P'tit Déjeuner Miel et Pépites Chocolat cookies ,52,50,35,18,foodSearch.php?num=1075&ak=detail
984,"LU Petit Dejeuner, Chocolate, low in sugar cookies",51,50,36,18,foodSearch.php?num=1076&ak=detail
985,LU Petit Dejeuner Chocolate & Cereals cookies,46,50,35,16,foodSearch.php?num=1077&ak=detail
986,LU Petit Dejeuner Chocolate & Cereals cookies,58,50,35,20,foodSearch.php?num=1078&ak=detail
987,"LU Petit Dejeuner Cereals & Chocolate Chips, low in sugar  cookies",37,50,35,13,foodSearch.php?num=1079&ak=detail
988,"LU Petit Dejeuner Coconut, nuts and chocolate cookies",55,50,34,19,foodSearch.php?num=1080&ak=detail
989,"LU Petit Dejeuner Coconut, nuts and chocolate cookies",51,50,34,17,foodSearch.php?num=1081&ak=detail
990,LU Petit Dejeuner Fruits and Muesli cookies,45,50,36,16,foodSearch.php?num=1082&ak=detail
991,LU Petit Dejeuner Fruits and Muesli cookies,49,50,36,18,foodSearch.php?num=1083&ak=detail
992,LU Petit Dejeuner Fruits and Muesli cookies,47,50,36,17,foodSearch.php?num=1084&ak=detail
993,LU Petit Dejeuner Honey & Chocolate chips cookies,47,50,35,17,foodSearch.php?num=1085&ak=detail
994,LU Petit Dejeuner Honey & Chocolate chips cookies,46,50,35,16,foodSearch.php?num=1086&ak=detail
995,LU Petit Dejeuner Milk and Cereals cookies,55,50,34,19,foodSearch.php?num=1087&ak=detail
996,LU Petit Dejeuner Milk and Cereals cookies,39,50,34,13,foodSearch.php?num=1088&ak=detail
997,LU Petit Dejeuner Multicereals cookies,46,50,35,16,foodSearch.php?num=1089&ak=detail
998,LU Petit Dejeuner with Fruits and Figs cookies,41,50,35,14,foodSearch.php?num=1090&ak=detail
999,LU Petit Dejeuner with Prunes cookies,51,50,34,17,foodSearch.php?num=1091&ak=detail
1000,"Macaroons, prepared with coconut flour",32,30,18,6,foodSearch.php?num=1092&ak=detail
1001,Maltmeal wafer,50,25,17,9,foodSearch.php?num=1093&ak=detail
1002,Morning Coffee™ cookies,79,25,19,15,foodSearch.php?num=1094&ak=detail
1003,Nutrigrain Fruits des bois cookies,57,35,23,13,foodSearch.php?num=1095&ak=detail
1004,Oat biscuit cookies,45,25,15,7,foodSearch.php?num=1096&ak=detail
1005,Oat biscuit cookies,55,25,16,9,foodSearch.php?num=1097&ak=detail
1006,"Oat biscuit cookies, Nairn's™ Stem Ginger Oat Biscuit",55,25,17,9,foodSearch.php?num=1098&ak=detail
1007,Oatmeal cookies,54,25,17,9,foodSearch.php?num=1099&ak=detail
1008,Oro cookies,61,40,34,21,foodSearch.php?num=1100&ak=detail
1009,Petiki Go ! Fruits and Muesli cookies,45,50,36,16,foodSearch.php?num=1101&ak=detail
1010,Petiki Go ! Fruits and Muesli cookies,49,50,36,18,foodSearch.php?num=1102&ak=detail
1011,Petiki Go ! Fruits and Muesli cookies,47,50,36,17,foodSearch.php?num=1103&ak=detail
1012,Petit brun extra cookies,77,25,20,15,foodSearch.php?num=1104&ak=detail
1013,Petit LU Normand cookies,51,25,19,10,foodSearch.php?num=1105&ak=detail
1014,Petit LU Roussillon cookies,48,25,18,9,foodSearch.php?num=1106&ak=detail
1015,President's Choice® Blue Menu™ Cranberry Orange Cookies,60,25,17,10,foodSearch.php?num=1107&ak=detail
1016,President's Choice® Blue Menu™ Crunchy Oat Cookies,62,25,16,10,foodSearch.php?num=1108&ak=detail
1017,President's Choice® Blue Menu™ Ginger & Lemon Cookies,64,25,17,11,foodSearch.php?num=1109&ak=detail
1018,Prince Energie+ cookies,73,25,17,13,foodSearch.php?num=1110&ak=detail
1019,Prince fourré chocolat cookies,50,45,30,15,foodSearch.php?num=1111&ak=detail
1020,Prince fourré chocolat cookies,53,45,30,16,foodSearch.php?num=1112&ak=detail
1021,Prince gout chocolat cookies,53,45,32,17,foodSearch.php?num=1113&ak=detail
1022,Prince Meganana Chocolate cookies,49,50,36,18,foodSearch.php?num=1114&ak=detail
1023,Prince Petit Déj Cereals cookies,52,50,34,18,foodSearch.php?num=1115&ak=detail
1024,Prince Petit Déj Cereals and Chocolate cookies,51,50,35,18,foodSearch.php?num=1116&ak=detail
1025,Prince Petit Déjeuner Vanille cookies,45,50,36,16,foodSearch.php?num=1117&ak=detail
1026,Principe megamanana vanilla cookies,45,50,35,16,foodSearch.php?num=1118&ak=detail
1027,Rich Tea cookies,40,25,18,7,foodSearch.php?num=1119&ak=detail
1028,Rich Tea cookies,55,25,19,10,foodSearch.php?num=1120&ak=detail
1029,Sablé des Flandres cookies,57,20,15,8,foodSearch.php?num=1121&ak=detail
1030,Shortbread cookies,64,25,16,10,foodSearch.php?num=1122&ak=detail
1031,Shredded Wheatmeal™ cookies,62,25,18,11,foodSearch.php?num=1123&ak=detail
1032,"Snack Right Fruit Pillow, Wild berry cookies",52,35,25,13,foodSearch.php?num=1124&ak=detail
1033,"Snack Right Fruit Pillow, Apple and blackberry cookies",43,35,25,11,foodSearch.php?num=1125&ak=detail
1034,"Snack Right Fruit Pillow, Spicy apple and sultana cookies",45,35,25,11,foodSearch.php?num=1126&ak=detail
1035,"Snack Right Fruit Slice, Mango and passionfruit cookies",49,35,26,13,foodSearch.php?num=1127&ak=detail
1036,"Snack Right Fruit Slice, Mixed berry cookies",50,35,27,13,foodSearch.php?num=1128&ak=detail
1037,"Snack Right Fruit Slice, Original Sultana (97% fat-free) cookies",48,35,26,12,foodSearch.php?num=1129&ak=detail
1038,"Snack Right Fruit Slice, Sultana with chocolate cookies",45,35,24,11,foodSearch.php?num=1130&ak=detail
1039,Thé cookies,41,25,19,8,foodSearch.php?num=1131&ak=detail
1040,Véritable Petit Beurre cookies,51,25,19,10,foodSearch.php?num=1132&ak=detail
1041,Véritable Petit Beurre cookies,54,25,19,10,foodSearch.php?num=1133&ak=detail
1042,Véritable Petit Beurre cookies,54,25,19,10,foodSearch.php?num=1134&ak=detail
1043,Vitasnella frollini cookies,59,25,20,12,foodSearch.php?num=1135&ak=detail
1044,Choice grain crackers ,49,25,16,8,foodSearch.php?num=1136&ak=detail
1045,"Corn Thins, puffed corn cakes, gluten-free crackers",87,25,20,18,foodSearch.php?num=1137&ak=detail
1046,Cream Cracker,65,25,17,11,foodSearch.php?num=1138&ak=detail
1047,High-calcium cracker,52,25,17,9,foodSearch.php?num=1139&ak=detail
1048,"Jatz™, plain salted craker biscuits",55,25,17,10,foodSearch.php?num=1140&ak=detail
1049,Lees Cabin Crackers,60,25,19,11,foodSearch.php?num=1141&ak=detail
1050,President's Choice® Blue Menu™ Ancient Grains snack crackers,65,25,16,10,foodSearch.php?num=1142&ak=detail
1051,President's Choice® Blue Menu™ Wheat & Onion snack crackers,65,25,17,10,foodSearch.php?num=1143&ak=detail
1052,President's Choice® Blue Menu™ Wheat & Sesame snack crackers,56,25,17,9,foodSearch.php?num=1144&ak=detail
1053,President's Choice® Blue Menu™ Wheat snack snack crackers,65,25,17,11,foodSearch.php?num=1145&ak=detail
1054,Puffed Crispbread crackers,81,25,19,15,foodSearch.php?num=1146&ak=detail
1055,"Puffed rice cakes, white",82,25,21,17,foodSearch.php?num=1147&ak=detail
1056,Rice cake ,82,25,21,17,foodSearch.php?num=1148&ak=detail
1057,"Rice cakes, Calrose rice (low-amylose)",91,25,21,19,foodSearch.php?num=1149&ak=detail
1058,"Rice cakes, Doongara rice (high-amylose)",61,25,21,13,foodSearch.php?num=1150&ak=detail
1059,"Puffed rice cakes, caramel flavored",82,25,22,18,foodSearch.php?num=1151&ak=detail
1060,"Rice cracker, plain",91,30,25,23,foodSearch.php?num=1152&ak=detail
1061,Rye crackers with oats ,64,25,16,10,foodSearch.php?num=1153&ak=detail
1062,Rye crackers with sesame,57,25,16,9,foodSearch.php?num=1154&ak=detail
1063,Ryvita®,69,25,16,11,foodSearch.php?num=1155&ak=detail
1064,Ryvita® Pumpkin Seeds & Oats,46,25,14,6,foodSearch.php?num=1156&ak=detail
1065,Ryvita® Sunflower Seeds & Oats,48,25,14,7,foodSearch.php?num=1157&ak=detail
1066,Kavli™ Norwegian Crispbread,71,25,16,12,foodSearch.php?num=1158&ak=detail
1067,"Sao™, plain square crackers",70,25,17,12,foodSearch.php?num=1159&ak=detail
1068,Water cracker,63,25,18,11,foodSearch.php?num=1160&ak=detail
1069,Water cracker,78,25,18,14,foodSearch.php?num=1161&ak=detail
1070,Wholegrain water crackers with sesame seeds and rosemary,53,25,16,8,foodSearch.php?num=1162&ak=detail
1071,Wholewheat water crackers with pumpkin and thyme,36,25,15,6,foodSearch.php?num=1163&ak=detail
1072,"Wholewheat water sticks, crunchy, yeast extract flavored",50,25,14,7,foodSearch.php?num=1164&ak=detail
1073,"Custard, low-fat, vanilla flavored",29,100,10,3,foodSearch.php?num=1165&ak=detail
1074,"No Bake Egg Custard, prepared from powder with whole milk",35,100,17,6,foodSearch.php?num=1166&ak=detail
1075,"Custard, home made from milk, wheat starch, and sugar",43,100,17,7,foodSearch.php?num=1167&ak=detail
1076,"TRIM™, reduced-fat custard",37,100,15,6,foodSearch.php?num=1168&ak=detail
1077,"Custard, low-fat, trifle flavored",30,100,8,2,foodSearch.php?num=1169&ak=detail
1078,"Crème fraiche dessert, peach",28,150,23,7,foodSearch.php?num=1170&ak=detail
1079,"Crème fraiche dessert, raspberry",30,150,17,5,foodSearch.php?num=1171&ak=detail
1080,"Fromage Frais, red fruit: blackcurrant",22,100,7,2,foodSearch.php?num=1172&ak=detail
1081,"Fromage Frais, red fruit: raspberry",31,100,13,2,foodSearch.php?num=1173&ak=detail
1082,"Fromage Frais, red fruit: red cherry",25,100,7,2,foodSearch.php?num=1174&ak=detail
1083,"Fromage Frais, red fruit: strawberry",29,100,7,2,foodSearch.php?num=1175&ak=detail
1084,"Fromage Frais, yellow fruit: mandarin and orange",19,100,7,1,foodSearch.php?num=1176&ak=detail
1085,"Fromage Frais, yellow fruit: mango and papaya",25,100,7,2,foodSearch.php?num=1177&ak=detail
1086,"Fromage Frais, yellow fruit: passionfruit and pineapple",18,100,7,1,foodSearch.php?num=1178&ak=detail
1087,"Fromage Frais, yellow fruit: peach and apricot",22,100,7,1,foodSearch.php?num=1179&ak=detail
1088,"Fruche®, low-fat fromage frais, apricot vanilla honey",34,150,22,8,foodSearch.php?num=1180&ak=detail
1089,"Fruche®, low-fat fromage frais, berry compote",37,150,21,8,foodSearch.php?num=1181&ak=detail
1090,"Fruche®, low-fat fromage frais, duet peach on pineapple",34,150,22,8,foodSearch.php?num=1182&ak=detail
1091,"Fruche®, low-fat fromage frais, lemon sorbetto",34,150,22,7,foodSearch.php?num=1183&ak=detail
1092,"Fruche®, low-fat fromage frais, orange sorbetto",34,150,21,7,foodSearch.php?num=1184&ak=detail
1093,"Fruche®, low-fat fromage frais, peach roulade",37,150,21,8,foodSearch.php?num=1185&ak=detail
1094,"Fruche® on Fruit, low-fat fromage frais, toffee apple",47,150,33,16,foodSearch.php?num=1186&ak=detail
1095,"Ice cream, low carbohydrate, chocolate",32,50,2,1,foodSearch.php?num=1187&ak=detail
1096,"Ice fruit confection, Frosty Fruits® Orange Mango Splits",59,50,12,7,foodSearch.php?num=1188&ak=detail
1097,"Ice cream (half vanilla, half chocolate), regular/type not specified",57,50,10,6,foodSearch.php?num=1189&ak=detail
1098,"Chocollo™, low-fat chocolate flavored ice cream",24,50,11,3,foodSearch.php?num=1190&ak=detail
1099,"Ice cream, low-fat, Bulla Light Creamy vanilla",36,50,13,7,foodSearch.php?num=1191&ak=detail
1100,"Ice cream, low-fat, Bulla Light Real Dairy chocolate",27,50,13,3,foodSearch.php?num=1192&ak=detail
1101,"Ice cream, low-fat, Bulla Light Real Dairy English toffee",27,50,13,3,foodSearch.php?num=1193&ak=detail
1102,"Ice cream, low-fat, Bulla Light Real Dairy mango",30,50,13,4,foodSearch.php?num=1194&ak=detail
1103,"Ice cream, low-fat, vanilla, 'Light'",46,50,15,7,foodSearch.php?num=1195&ak=detail
1104,"Ice cream, low-fat, Light & Creamy, Raspberry Ripple",55,50,16,9,foodSearch.php?num=1196&ak=detail
1105,"Ice-cream, low-fat (1.2 % fat), Light Prestige rich vanilla",47,50,10,5,foodSearch.php?num=1197&ak=detail
1106,"Ice-cream, low-fat (1.4% fat), Light Prestige traditional toffee",37,50,14,5,foodSearch.php?num=1198&ak=detail
1107,"Ice-cream, reduced-fat (7.1 % fat), Prestige golden macadamia",37,50,12,4,foodSearch.php?num=1199&ak=detail
1108,"Ice cream, premium (high fat), Ultra chocolate, 15% fat",37,50,9,4,foodSearch.php?num=1200&ak=detail
1109,"Ice cream, premium (high fat), French vanilla, 16% fat",38,50,9,3,foodSearch.php?num=1201&ak=detail
1110,"Milkshake made from Chocollo™, low-fat chocolate ice cream, skim milk and malted milk powder",21,250,30,6,foodSearch.php?num=1202&ak=detail
1111,Nestlé Combo mousse,42,70,12,5,foodSearch.php?num=1203&ak=detail
1112,Nestlé Milo flavored mousse,46,70,14,6,foodSearch.php?num=1204&ak=detail
1113,"Butterscotch, 1.9% fat mousse, prepared from commercial mousse mix with water",36,50,10,4,foodSearch.php?num=1205&ak=detail
1114,"Chocolate, 2% fat mousse, prepared from commercial mousse mix with water",31,50,11,3,foodSearch.php?num=1206&ak=detail
1115,"Citrus, reduced-fat mousse, prepared from commercial mousse mix with water",47,50,30,14,foodSearch.php?num=1207&ak=detail
1116,"Hazelnut, 2.4% fat mousse, prepared from commercial mousse mix with water",36,50,10,4,foodSearch.php?num=1208&ak=detail
1117,"Mango, 1.8% fat mousse, prepared from commercial mousse mix with water",33,50,11,4,foodSearch.php?num=1209&ak=detail
1118,"Mixed berry, 2.2% fat mousse, prepared from commercial mousse mix with water",36,50,10,4,foodSearch.php?num=1210&ak=detail
1119,"Strawberry, 2.3% fat mousse, prepared from commercial mousse mix with water",32,50,10,3,foodSearch.php?num=1211&ak=detail
1120,"Chocolate pudding, instant, made from powder and whole milk",47,100,16,7,foodSearch.php?num=1212&ak=detail
1121,"Vanilla pudding, instant, made from powder and whole milk",40,100,16,6,foodSearch.php?num=1213&ak=detail
1122,"Le Rice®, Apple & Cinnamon flavor pudding, made from dairy and rice, Yoplait™",52,180,38,20,foodSearch.php?num=1214&ak=detail
1123,"Le Rice®, Apricot & Almond Muesli flavor pudding, made from dairy and rice, Yoplait™ ",45,180,39,18,foodSearch.php?num=1215&ak=detail
1124,"Le Rice®, Caramel flavor pudding, made from dairy and rice, Yoplait™ ",41,180,38,16,foodSearch.php?num=1216&ak=detail
1125,"Le Rice®, Forest Berries flavor pudding, made from dairy and rice, Yoplait™ ",45,180,36,16,foodSearch.php?num=1217&ak=detail
1126,"Le Rice®, Raspberry & Apple flavor pudding, made from dairy and rice, Yoplait™ ",52,180,38,20,foodSearch.php?num=1218&ak=detail
1127,"Le Rice®, Strawberry flavor pudding, made from dairy and rice, Yoplait™ ",54,180,38,21,foodSearch.php?num=1219&ak=detail
1128,"Le Rice®, Tropical Mango flavor pudding, made from dairy and rice, Yoplait™ ",54,180,38,20,foodSearch.php?num=1220&ak=detail
1129,"Le Rice®, Vanilla flavor pudding, made from dairy and rice, Yoplait™",43,180,37,16,foodSearch.php?num=1221&ak=detail
1130,Jalna Bush Honey Bio Dynamic yoghurt,26,200,13,3,foodSearch.php?num=1222&ak=detail
1131,Jalna Premium Vanilla Creamy yoghurt,18,200,15,3,foodSearch.php?num=1223&ak=detail
1132,"Yoghurt, black cherry",17,200,14,2,foodSearch.php?num=1224&ak=detail
1133,"Yoghurt, black cherry",67,200,12,8,foodSearch.php?num=1225&ak=detail
1134,"Yoghurt, bourbon vanilla",64,200,32,20,foodSearch.php?num=1226&ak=detail
1135,"Yoghurt, champagne rhubarb",49,200,38,19,foodSearch.php?num=1227&ak=detail
1136,"Yoghurt, Devonshire fudge",37,200,34,13,foodSearch.php?num=1228&ak=detail
1137,"Yoghurt, Greek style, honey topped",36,200,32,12,foodSearch.php?num=1229&ak=detail
1138,"Yoghurt, lemon curd",67,200,45,30,foodSearch.php?num=1230&ak=detail
1139,"Yoghurt, orange blossom",42,200,40,17,foodSearch.php?num=1231&ak=detail
1140,"Yoghurt, peach & apricot",28,200,17,5,foodSearch.php?num=1232&ak=detail
1141,"Yoghurt, peach melba",57,200,32,18,foodSearch.php?num=1233&ak=detail
1142,"Yoghurt, raspberry",43,200,16,7,foodSearch.php?num=1234&ak=detail
