,Food Name,Food Manufacturer,GI,Standard Serve Size,Carbohydrate per Serve,Glycemic Load,Country,Product Category,Year of Test,SEM,Time Period of Test,Number of Subjects in Test,Type of Subjects in Test,Source
572,Helga's™ Traditional Wholemeal bread,"Quality Bakers, Australia",70,30,13,9,Australia,Breads,2007,14,2h,8,Normal,"Sydney University’s Glycemic Index Research Service (Human Nutrition Unit, University of Sydney, Australia), unpublished observations, 1995-2007"
573,"Hunger Filler™, whole grain bread","Natural Ovens, USA",59,30,13,7,USA,Breads,2007,8,2h,10,Normal,"Sydney University’s Glycemic Index Research Service (Human Nutrition Unit, University of Sydney, Australia), unpublished observations, 1995-2007"
574,"Malt loaf, organic bread",,59,30,21,12,UK,Breads,2005,9,2h,10,Normal," Henry CJK, Lightowler HJ, Strik CM, Renton H, Hails S. Glycaemic index and glycaemic load values of commercially available products in the UK. Br J Nutr 2005; 94: 922-30."
575,Molenberg™ bread,"Goodman Fielder, New Zealand",75,30,14,11,New Zealand,Breads,2000,10,2h,15,Normal,"Perry T, Mann J, Mehalski K, Gayya C, Wilson J, Thompson C. Glycaemic index of New Zealand foods. NZ Med J 2000; 113:140-42."
576,"Multigrain bread, with 5 g maragrine","Sainsbury's, UK",80,30,10,8,UK,Breads,2008,10,2h,10,Normal,"Aston LM, Gambell JM, Lee DM, Bryant SP, Jebb SA.  Determination of the glycaemic index of various staple carbohydrate-rich foods in the UK diet.  Euro J Clin Nutr 2008; 62(2): 279-85."
577,Multigrain batch bread ,,62,30,14,9,UK,Breads,2005,8,2h,10,Normal," Henry CJK, Lightowler HJ, Strik CM, Renton H, Hails S. Glycaemic index and glycaemic load values of commercially available products in the UK. Br J Nutr 2005; 94: 922-30."
578,9-Grain Multi-Grain bread,"Tip Top Bakeries, Australia",43,30,14,6,Australia,Breads,1997,5,2h,10-12,Normal,"Brand Miller JC, Wang B, McNeil Y, Swan V. The glycaemic index of more breads, breakfast cereals and snack products.  Proc Nutr Soc Aust 1997; 21: 144 (abstr)."
579,"Multigrain Loaf bread, spelt wheat flour ",,54,30,15,8,Australia,Breads,1998,10,2h,7-10,Normal,"Brand-Miller JC, Allwan C, Mehalski K, Brooks D. The glycaemic index of further Australian foods.  Proc Nutr Soc Aust 1998; 22: 110 (abstr)."
580,Multigrain (50% kibbled wheat grain) bread ,,43,30,14,6,Australia,Breads,1992,,2h,8,Normal,"Brown D, Tomlinson D, Brand-Miller J. The development of low glycaemic index breads. Proc Nutr Soc Aust 1992; 17:62 (abstr)."
581,"Multigrain loaf bread, containing coconut flour ",,60,30,12,7,Philippines,Breads,2003,,2h,10,Normal,"Trinidad TP, Valdez DH, Loyola AS, Mallillin AC, Askali FC, Castillo JC, Masa DB.  Glycaemic index of different coconut (Cocos nucifera)-flour products in normal and diabetic subjects. Br J Nutr 2003; 90: 551-6."
582,Multiseed bread,,54,30,12,7,UK,Breads,2007,4,2h,10,Normal,"Henry CJK, Lightowler HJ, Dodwell LM, Wynne M.  Glycaemic index and glycaemic load values of cereal products and weight-management meals available in the UK.  Br J Nutr 2007; 98: 147-53."
583,"Nutty Natural™, whole grain bread","Natural Ovens, USA",59,30,12,7,USA,Breads,2007,7,2h,10,Normal,"Sydney University’s Glycemic Index Research Service (Human Nutrition Unit, University of Sydney, Australia), unpublished observations, 1995-2007"
584,Performax™ bread,"Country Life Bakery, Australia",38,30,13,5,Australia,Breads,2007,3,2h,10,Normal,"Sydney University’s Glycemic Index Research Service (Human Nutrition Unit, University of Sydney, Australia), unpublished observations, 1995-2007"
585,"Ploughman's™ Wholegrain bread, original recipe","Quality Bakers, Australia",47,30,14,6,Australia,Breads,1992,,2h,8,Normal,"Brown D, Tomlinson D, Brand-Miller J. The development of low glycaemic index breads. Proc Nutr Soc Aust 1992; 17:62 (abstr)."
586,"Ploughman's™  Wholemeal, smooth milled bread","Quality Bakers, Australia",64,30,13,9,Australia,Breads,2007,10,2h,12,Normal,"Sydney University’s Glycemic Index Research Service (Human Nutrition Unit, University of Sydney, Australia), unpublished observations, 1995-2007"
587,Seeded bread ,,49,30,11,6,UK,Breads,2007,7,2h,10,Normal,"Henry CJK, Lightowler HJ, Dodwell LM, Wynne M.  Glycaemic index and glycaemic load values of cereal products and weight-management meals available in the UK.  Br J Nutr 2007; 98: 147-53."
588,Sourdough wheat bread ,,54,30,14,8,Australia,Breads,2007,,2h,10,Normal,"Sydney University’s Glycemic Index Research Service (Human Nutrition Unit, University of Sydney, Australia), unpublished observations, 1995-2007"
589,"Sourdough Vienna bread, Bakers Delight™ ","Bakers Delight Holdings, Australia",66,30,16,10,Australia,Breads,2007,6,2h,10,Normal,"Sydney University’s Glycemic Index Research Service (Human Nutrition Unit, University of Sydney, Australia), unpublished observations, 1995-2007"
590,Soy & Linseed bread (made from packet mix cooked in bread maker),"Con Agra Inc., USA",50,30,10,5,USA,Breads,2007,6,2h,10,Normal,"Sydney University’s Glycemic Index Research Service (Human Nutrition Unit, University of Sydney, Australia), unpublished observations, 1995-2007"
591,"Stay Trim™, whole grain bread","Natural Ovens, USA",70,30,15,10,USA,Breads,2007,10,2h,10,Normal,"Sydney University’s Glycemic Index Research Service (Human Nutrition Unit, University of Sydney, Australia), unpublished observations, 1995-2007"
592,Tip Top™ EnerGI white bread,"Tip Top Bakeries, Australia",54,30,13,7,Australia,Breads,2007,,2h,11,Normal,"B Spratt (George Westons Foods, Australia), unpublished observations, 2007."
593,Tip Top™ EnerGI white bread,"Tip Top Bakeries, Australia",58,30,13,7,Australia,Breads,2007,,2h,20,Normal,"Sydney University’s Glycemic Index Research Service (Human Nutrition Unit, University of Sydney, Australia), unpublished observations, 1995-2007 and International Diabetes Institute (Melbourne, Australia), unpublished observations, 2006 – 2007."
594,"3 Grain Bread, sprouted grains","Stonemill Bread, Canada",55,30,10,5,Canada,Breads,2007,6,2h,10,Normal,"Glycemic Index Laboratories, Inc. (Toronto, Canada), unpublished observations, 2004-2007."
595,Vogel's Honey & Oats bread,"Stevns & Co, Australia",55,30,14,8,Australia,Breads,1995,5,2h,8,Normal,"Brand Miller J, Bell L, Denning K, Browne D. In search of more low glycaemic index foods.  Proc Nutr Soc Aust 1995; 19: 177 (abstr)."
596,Vogel's Wonder White 'Low GI' white bread,"Quality Bakers, Australia",54,30,12,6,Australia,Breads,2007,3,2h,10,Normal,"International Diabetes Institute (Melbourne, Australia), unpublished observations, 2006 – 2007."
597,Vogel's Wonder White 'Low GI' white bread,"Quality Bakers, Australia",59,30,12,7,Australia,Breads,2007,,2h,20,Normal,"Sydney University’s Glycemic Index Research Service (Human Nutrition Unit, University of Sydney, Australia), unpublished observations, 1995-2007 and International Diabetes Institute (Melbourne, Australia), unpublished observations, 2006 – 2007."
598,100% Whole Grain™ bread,"Natural Ovens, USA",51,30,13,7,USA,Breads,2007,11,2h,10,Normal,"Sydney University’s Glycemic Index Research Service (Human Nutrition Unit, University of Sydney, Australia), unpublished observations, 1995-2007."
599,White wheat flour flatbread ,,79,30,16,13,Sweden,Breads,1996,,2h,8,Normal,"Liljeberg HG, Granfeldt YE, Björk IME. Products based on a high fiber barley genotype, but not on common barley or oats, lower postprandial glucose and insulin responses in healthy humans. J Nutr 1996; 126: 458-66."
600,"Wheat bread, Einkorn (Triticum monococcum) wheat, leavened with crushed whole grains",,71,30,12,8,Denmark,Breads,2003,,2h,11,Normal,"Bakhoj S, Flint A, Holst JJ, Tetens I.  Lower glucose-dependent insulinotropic polypeptide (GIP) response but similar glucagon-like peptide 1 (GLP-1), glycaemic, and insulinaemic response to ancient wheat compared to modern wheat depends on processing.  Euro J Clin Nutr 2003; 57: 1254-61."
601,"Wheat bread, Einkorn (Triticum monococcum) wheat,  leavened with honey and salt",,65,30,12,8,Denmark,Breads,2003,,2h,11,Normal,"Bakhoj S, Flint A, Holst JJ, Tetens I.  Lower glucose-dependent insulinotropic polypeptide (GIP) response but similar glucagon-like peptide 1 (GLP-1), glycaemic, and insulinaemic response to ancient wheat compared to modern wheat depends on processing.  Euro J Clin Nutr 2003; 57: 1254-61."
602,"Wheat bread, Einkorn (Triticum monococcum) wheat,  leavened with yeast",,67,30,12,8,Denmark,Breads,2003,,2h,11,Normal,"Bakhoj S, Flint A, Holst JJ, Tetens I.  Lower glucose-dependent insulinotropic polypeptide (GIP) response but similar glucagon-like peptide 1 (GLP-1), glycaemic, and insulinaemic response to ancient wheat compared to modern wheat depends on processing.  Euro J Clin Nutr 2003; 57: 1254-61."
603,"Lebanese bread, white","Seda Bakery, Australia",75,30,16,12,Australia,Breads,1995,9,2h,10,Normal,"Sydney University’s Glycemic Index Research Service (Human Nutrition Unit, University of Sydney, Australia), unpublished observations, 1995-2007."
604,"Pita bread, white, mini ",,68,30,15,10,UK,Breads,2005,5,2h,10,Normal," Henry CJK, Lightowler HJ, Strik CM, Renton H, Hails S. Glycaemic index and glycaemic load values of commercially available products in the UK. Br J Nutr 2005; 94: 922-30."
605,"Pita bread, wholemeal",,56,30,14,8,UK,Breads,2005,13,2h,10,Normal," Henry CJK, Lightowler HJ, Strik CM, Renton H, Hails S. Glycaemic index and glycaemic load values of commercially available products in the UK. Br J Nutr 2005; 94: 922-30."
606,"All-Bran™ breakfast cereal (high-fiber, extruded wheat bran cereal)","Kellogg's, Australia",30,30,15,4,Australia,Breakfast Cereals,1992,,3h,7,Normal,"Holt S, Brand J, Soveny C, Hansky J. Relationship of satiety to postprandial glycaemic, insulin and cholecystokinin responses. Appetite 1992; 18: 129-41."
607,"All-Bran™ breakfast cereal (high-fiber, extruded wheat bran cereal)","Kellogg's, USA",38,30,21,8,USA,Breakfast Cereals,1981,,3h,8,Normal,"Potter JG, Coffman KP, Reid RL, Krall JM, Albrink MJ. Effect of test meals of varying dietary fiber content on plasma insulin and glucose response. Am J Clin Nutr 1981; 34: 328-34."
608,"All-Bran™ breakfast cereal (high-fiber, extruded wheat bran cereal)","Kellogg's Inc., Canada",51,30,23,12,Canada,Breakfast Cereals,1981,5,2h,6,Normal,"Jenkins DJA, Wolever TMS, Taylor RH, Barker H, Fielden H, Baldwin JM, Bowling AC, Newman HC, Jenkins AL, Goff DV. Glycemic index of foods: a physiological basis for carbohydrate exchange. Am J Clin Nutr 1981; 34: 362-6."
609,"All-Bran™ breakfast cereal (high-fiber, extruded wheat bran cereal)","Kellogg's, USA",55,30,21,12,USA,Breakfast Cereals,2003,7,3h,6,Normal,"Schenk S, Davidson CJ, Zderic TW, Byerley LO, Coyle EF. Different glycemic indexes of breakfast cereals are not due to glucose entry into blood but to glucose removal by tissue.  Am J Clin Nutr 2003, 78: 742-8."
610,All-Bran Fruit 'n Oats™ breakfast cereal,"Kellogg's, Australia",41,30,17,7,Australia,Breakfast Cereals,1997,9,2h,7-10,Normal,"Brand Miller JC, Wang B, McNeil Y, Swan V. The glycaemic index of more breads, breakfast cereals and snack products.  Proc Nutr Soc Aust 1997; 21: 144 (abstr)."
611,All-Bran Soy 'n fiber™ breakfast cereal,"Kellogg's, Australia",33,30,14,4,Australia,Breakfast Cereals,2007,3,2h,10,Normal,"Sydney University’s Glycemic Index Research Service (Human Nutrition Unit, University of Sydney, Australia), unpublished observations, 1995-2007."
612,All-Bran Wheat Flakes™ breakfast cereal,"Kellogg's, Australia",60,30,21,12,Australia,Breakfast Cereals,2007,8,2h,9,Normal,"Sydney University’s Glycemic Index Research Service (Human Nutrition Unit, University of Sydney, Australia), unpublished observations, 1995-2007."
613,Balance™ breakfast cereal consumed with 150 mL semi-skimmed milk,"Sainsbury's, UK",74,30,23,17,UK,Breakfast Cereals,2008,5,2h,10,Normal,"Aston LM, Gambell JM, Lee DM, Bryant SP, Jebb SA.  Determination of the glycaemic index of various staple carbohydrate-rich foods in the UK diet.  Euro J Clin Nutr 2008; 62(2) 279-85."
614,Barley flakes breakfast cereal,,69,30,20,14,China,Breakfast Cereals,2006,3,2h,7,Normal,"Yang YX, Wang HW, Cui HM, Wang Y, Y LD, Xiang SX, Zhou SY. Glycemic index of cereals and tubers produced in China. World J Gastroenterol 2006; 12(21): 3430-3."
615,"Barley flour porridge breakfast cereal, made from milled dehulled barley kernels (flour:water = 1:3) boiled for 2.5 min",,46,50,32,15,Sweden,Breakfast Cereals,1994,,2h,9,Normal,"Granfeldt Y, Liljeberg H, Drews A, Newman R, Björk I. Glucose and insulin responses to barley products: influence of food structure and amylose-amylopectin ratio. Am J Clin Nutr 1994; 59(5): 1075-82."
616,"Barley flour porridge breakfast cereal, made from milled high-amylose (covered) barley kernels (flour:water = 1:3), boiled for 2.5 min",,39,50,28,11,Sweden,Breakfast Cereals,1994,,2h,9,Normal,"Granfeldt Y, Liljeberg H, Drews A, Newman R, Björk I. Glucose and insulin responses to barley products: influence of food structure and amylose-amylopectin ratio. Am J Clin Nutr 1994; 59(5): 1075-82."
617,"Barley porridge breakfast cereal, made from steamed thin (0.5 mm) dehulled barley flakes",,62,50,28,17,Sweden,Breakfast Cereals,2000,,2h,10,Normal,"Granfeldt Y, Eliasson A, Björck I. An examination of the possibility of lowering the glycemic index of oat and barley flakes by minimal processing.  J Nutr 2000; 130: 2207-14."
618,"Barley porridge breakfast cereal, made from steamed thick (1.0 mm) dehulled barley flakes",,65,50,28,18,Sweden,Breakfast Cereals,2000,,2h,10,Normal,"Granfeldt Y, Eliasson A, Björck I. An examination of the possibility of lowering the glycemic index of oat and barley flakes by minimal processing.  J Nutr 2000; 130: 2207-14."
619,"Wholemeal barley flour porridge breakfast cereal (100% regular barley) (flour:water = 1:3), boiled 2.5 min",,68,50,34,23,Sweden,Breakfast Cereals,1996,,2h,8,Normal,"Liljeberg HG, Granfeldt YE, Björk IME. Products based on a high fiber barley genotype, but not on common barley or oats, lower postprandial glucose and insulin responses in healthy humans. J Nutr 1996; 126: 458-66."
620,Wholemeal high-fiber barley flour porridge breakfast cereal (50% barley flour: 50% high-fiber barley flour),,55,50,15,9,Sweden,Breakfast Cereals,1996,,2h,8,Normal,"Liljeberg HG, Granfeldt YE, Björk IME. Products based on a high fiber barley genotype, but not on common barley or oats, lower postprandial glucose and insulin responses in healthy humans. J Nutr 1996; 126: 458-66."
621,"Bran cereal, high fiber breakfast cereal",,43,30,12,5,UK,Breakfast Cereals,2005,10,2h,10,Normal," Henry CJK, Lightowler HJ, Strik CM, Renton H, Hails S. Glycaemic index and glycaemic load values of commercially available products in the UK. Br J Nutr 2005; 94: 922-30."
622,Branflakes breakfast cereal,"Healthy Living, UK",50,30,20,10,UK,Breakfast Cereals,2005,7,2h,10,Normal," Henry CJK, Lightowler HJ, Strik CM, Renton H, Hails S. Glycaemic index and glycaemic load values of commercially available products in the UK. Br J Nutr 2005; 94: 922-30."
623,"Bran Flakes breakfast cereal, President's Choice® Blue Menu™","Loblaw Brands Limited, Canada",65,30,19,12,Canada,Breakfast Cereals,2007,8,2h,10,Normal,"Glycemic Index Laboratories, Inc. (Toronto, Canada), unpublished observations, 2004-2007."
624,Bran Flakes™ breakfast cereal,"Kellogg's, Australia",74,30,18,13,Australia,Breakfast Cereals,1995,,2h,12,Normal,"Sydney University’s Glycemic Index Research Service (Human Nutrition Unit, University of Sydney, Australia), unpublished observations, 1995-2007."
625,"Chocapic™ breakfast cereal, wheat-based flaked cereal","Nestlé, France",70,30,25,17,France,Breakfast Cereals,2003,10,2h,11,Normal,"Sydney University’s Glycemic Index Research Service (Human Nutrition Unit, University of Sydney, Australia), unpublished observations, 1995-2007."
626,"Chocapic™ breakfast cereal, wheat-based flaked cereal","Nestlé, France",74,30,26,19,France,Breakfast Cereals,2003,9,2h,12,Normal,"Sydney University’s Glycemic Index Research Service (Human Nutrition Unit, University of Sydney, Australia), unpublished observations, 1995-2007."
627,"Chocapic™ breakfast cereal, wheat-based flaked cereal","Nestlé, France",84,30,26,22,France,Breakfast Cereals,2003,9,2h,11-14,Normal,"Englyst KN, Vinoy S, Englyst HN, Lang V. Glycaemic index of cereal products explained by their content of rapidly and slowly available glucose. Br J Nutr 2003; 89: 329-39."
628,Coco Pops™ breakfast cereal (cocoa flavored puffed rice),"Kellogg's, Australia",77,30,26,20,Australia,Breakfast Cereals,1995,8,2h,8,Normal,"Brand-Miller J, Pang E, Broomhead L. The glycaemic index of foods containing sugars: comparison of foods with naturally-occurring v. added sugars. Br J Nutr 1995; 73: 613-23."
629,Coco Pops™ breakfast cereal (cocoa flavored puffed rice),"Kellogg's, Australia",77,30,26,20,Australia,Breakfast Cereals,1995,3,2h,10,Normal,"Sydney University’s Glycemic Index Research Service (Human Nutrition Unit, University of Sydney, Australia), unpublished observations, 1995-2007."
630,Cornflakes breakfast cereal,,74,30,25,19,China,Breakfast Cereals,2006,3,2h,9,Normal,"Yang YX, Wang HW, Cui HM, Wang Y, Y LD, Xiang SX, Zhou SY. Glycemic index of cereals and tubers produced in China. World J Gastroenterol 2006; 12(21): 3430-3."
631,Cornflakes™ breakfast cereal,"Kellogg's, Australia",77,30,25,19,Australia,Breakfast Cereals,1985,,2h,6,Normal,"Brand JC, Nicholson PL, Thorburn AW, Truswell AS. Food processing and the glycemic index.  Am J Clin Nutr 1985; 42: 1192-6."
